no,control,stimulus,position,ui,response,rt,SR
29,I,M,top,button,down,794.0,1.0
29,I,N,bottom,slider,top,918.0,1.0
29,I,N,bottom,button,down,869.0,0.0
29,I,M,bottom,slider,top,898.0,1.0
29,I,M,top,button,down,859.0,1.0
29,I,N,bottom,slider,top,758.0,1.0
29,I,G,top,button,down,975.0,1.0
29,I,G,top,slider,down,1447.0,1.0
29,I,P,top,button,down,773.0,1.0
29,I,N,bottom,slider,top,791.0,1.0
29,I,P,top,button,down,674.0,1.0
29,I,M,top,slider,down,643.0,1.0
29,I,G,bottom,button,top,608.0,1.0
29,I,M,top,slider,down,592.0,1.0
29,I,G,top,button,top,615.0,0.0
29,I,G,top,slider,down,632.0,1.0
29,I,N,top,button,top,573.0,0.0
29,I,M,bottom,slider,top,743.0,1.0
29,I,M,top,button,down,750.0,1.0
29,I,P,top,slider,down,699.0,1.0
29,I,P,bottom,button,top,1093.0,1.0
29,I,M,top,slider,down,647.0,1.0
29,I,G,bottom,button,top,836.0,1.0
29,I,G,top,slider,down,799.0,1.0
29,I,P,bottom,button,down,698.0,0.0
29,I,P,top,slider,down,613.0,1.0
29,I,G,top,button,down,583.0,1.0
29,I,N,top,slider,down,615.0,1.0
29,I,M,top,button,down,659.0,1.0
29,I,G,bottom,slider,top,571.0,1.0
29,I,P,bottom,button,top,966.0,1.0
29,I,M,top,slider,down,684.0,1.0
29,I,G,bottom,button,down,719.0,0.0
29,I,G,bottom,slider,top,708.0,1.0
29,I,P,top,button,top,998.0,0.0
29,I,G,bottom,slider,top,567.0,1.0
29,I,M,bottom,button,down,647.0,0.0
29,I,N,top,slider,down,2627.0,1.0
29,I,P,top,button,down,879.0,1.0
29,I,N,top,slider,down,571.0,1.0
29,I,N,bottom,button,top,787.0,1.0
29,I,G,bottom,slider,top,761.0,1.0
29,I,G,bottom,button,down,589.0,0.0
29,I,P,bottom,slider,top,590.0,1.0
29,I,N,top,button,down,555.0,1.0
29,I,P,bottom,slider,top,600.0,1.0
29,I,M,top,button,down,783.0,1.0
29,I,P,bottom,slider,top,766.0,1.0
29,I,M,top,button,top,1413.0,0.0
29,I,M,top,slider,down,719.0,1.0
29,I,P,top,button,down,687.0,1.0
29,I,M,top,slider,down,642.0,1.0
29,I,M,top,button,down,728.0,1.0
29,I,G,top,slider,down,572.0,1.0
29,I,N,top,button,down,702.0,1.0
29,I,N,top,slider,down,570.0,1.0
29,I,P,bottom,button,down,1876.0,0.0
29,I,M,top,slider,down,507.0,1.0
29,I,G,bottom,button,down,536.0,0.0
29,I,N,top,slider,down,600.0,1.0
29,I,N,top,button,down,2700.0,1.0
29,I,P,top,slider,down,861.0,1.0
29,I,P,top,button,top,1199.0,0.0
29,I,P,top,slider,down,551.0,1.0
29,I,N,top,button,down,638.0,1.0
29,I,G,bottom,slider,top,963.0,1.0
