no,control,stimulus,position,ui,response,rt,SR
17,I,M,top,button,down,1305.0,1.0
17,I,N,top,slider,down,1153.0,1.0
17,I,M,top,button,down,1194.0,1.0
17,I,M,bottom,slider,top,1096.0,1.0
17,I,P,top,button,down,1408.0,1.0
17,I,G,top,slider,down,920.0,1.0
17,I,N,bottom,button,top,1247.0,1.0
17,I,M,bottom,slider,top,1313.0,1.0
17,I,G,bottom,button,top,928.0,1.0
17,I,N,bottom,slider,top,1151.0,1.0
17,I,G,top,button,down,984.0,1.0
17,I,M,bottom,slider,top,953.0,1.0
17,I,G,bottom,button,top,976.0,1.0
17,I,P,top,slider,down,936.0,1.0
17,I,N,bottom,button,top,856.0,1.0
17,I,P,bottom,slider,top,1009.0,1.0
17,I,N,top,button,down,1296.0,1.0
17,I,G,top,slider,down,872.0,1.0
17,I,P,top,button,down,815.0,1.0
17,I,M,bottom,slider,top,1023.0,1.0
17,I,G,bottom,button,top,839.0,1.0
17,I,M,top,slider,down,720.0,1.0
17,I,N,top,button,down,919.0,1.0
17,I,M,top,slider,down,1039.0,1.0
17,I,N,bottom,button,top,832.0,1.0
17,I,P,top,slider,down,849.0,1.0
17,I,M,bottom,button,top,1104.0,1.0
17,I,G,top,slider,down,1128.0,1.0
17,I,N,bottom,button,top,1000.0,1.0
17,I,N,top,slider,down,1064.0,1.0
17,I,M,bottom,button,top,911.0,1.0
17,I,G,bottom,slider,top,994.0,1.0
17,I,P,bottom,button,top,1306.0,1.0
17,I,P,top,slider,down,1304.0,1.0
17,I,M,top,button,down,1120.0,1.0
17,I,N,top,slider,down,864.0,1.0
17,I,P,bottom,button,top,823.0,1.0
17,I,G,top,slider,down,656.0,1.0
17,I,M,bottom,button,top,1145.0,1.0
17,I,P,top,slider,down,783.0,1.0
17,I,G,bottom,button,top,865.0,1.0
17,I,P,bottom,slider,top,960.0,1.0
17,I,N,top,button,down,697.0,1.0
17,I,N,bottom,slider,top,976.0,1.0
17,I,N,bottom,button,top,1200.0,1.0
17,I,M,top,slider,down,1184.0,1.0
17,I,N,top,button,down,840.0,1.0
17,I,P,top,slider,down,765.0,1.0
17,I,G,top,button,down,999.0,1.0
17,I,N,top,slider,down,847.0,1.0
17,I,G,top,button,down,912.0,1.0
17,I,N,top,slider,down,929.0,1.0
17,I,M,bottom,button,top,857.0,1.0
17,I,M,bottom,slider,top,729.0,1.0
17,I,M,bottom,button,top,871.0,1.0
17,I,G,top,slider,down,954.0,1.0
17,I,N,top,button,down,1272.0,1.0
17,I,N,top,slider,down,839.0,1.0
17,I,G,bottom,button,top,871.0,1.0
17,I,G,top,slider,down,1218.0,1.0
17,I,P,bottom,button,top,1080.0,1.0
17,I,P,top,slider,down,943.0,1.0
17,I,N,bottom,button,top,840.0,1.0
17,I,M,top,slider,down,975.0,1.0
17,I,G,top,button,down,839.0,1.0
17,I,P,top,slider,down,841.0,1.0
17,I,P,top,button,down,1032.0,1.0
17,I,G,top,slider,down,1080.0,1.0
17,I,G,top,button,down,856.0,1.0
17,I,P,top,slider,down,887.0,1.0
17,I,M,top,button,down,897.0,1.0
17,I,P,top,slider,down,1017.0,1.0
17,I,N,bottom,button,top,1152.0,1.0
17,I,P,top,slider,down,768.0,1.0
17,I,G,top,button,down,632.0,1.0
17,I,M,bottom,slider,top,712.0,1.0
17,I,P,top,button,down,960.0,1.0
17,I,G,top,slider,down,727.0,1.0
17,I,M,top,button,down,944.0,1.0
17,I,P,top,slider,down,919.0,1.0
17,D,M,top,button,down,762.0,1.0
17,D,N,bottom,slider,top,847.0,1.0
17,D,M,bottom,button,top,701.0,1.0
17,D,M,top,slider,down,871.0,1.0
17,D,P,bottom,button,top,659.0,1.0
17,D,G,top,slider,down,1722.0,1.0
17,D,N,bottom,button,top,787.0,1.0
17,D,M,bottom,slider,top,1545.0,1.0
17,D,G,top,button,down,718.0,1.0
17,D,N,top,slider,down,2218.0,1.0
17,D,G,top,button,top,787.0,0.0
17,D,M,top,slider,down,1429.0,1.0
17,D,G,top,button,down,701.0,1.0
17,D,P,top,slider,down,600.0,1.0
17,D,N,bottom,button,top,614.0,1.0
17,D,P,bottom,slider,top,1401.0,1.0
17,D,N,top,button,down,659.0,1.0
17,D,G,bottom,slider,top,600.0,1.0
17,D,P,bottom,button,top,787.0,1.0
17,D,M,bottom,slider,top,644.0,1.0
17,D,G,top,button,down,749.0,1.0
17,D,M,top,slider,down,885.0,1.0
17,D,N,bottom,button,top,699.0,1.0
17,D,M,top,slider,down,598.0,1.0
17,D,N,top,button,down,969.0,1.0
17,D,P,top,slider,down,1752.0,1.0
17,D,M,top,button,down,548.0,1.0
17,D,G,top,slider,down,484.0,1.0
17,D,N,top,button,down,657.0,1.0
17,D,N,bottom,slider,top,2895.0,1.0
17,D,M,top,button,down,635.0,1.0
17,D,G,bottom,slider,top,1375.0,1.0
17,D,P,top,button,down,638.0,1.0
17,D,P,bottom,slider,top,695.0,1.0
17,D,M,bottom,button,top,683.0,1.0
17,D,N,top,slider,down,743.0,1.0
17,D,P,bottom,button,top,758.0,1.0
17,D,G,top,slider,down,1972.0,1.0
17,D,M,bottom,button,top,730.0,1.0
17,D,P,bottom,slider,top,666.0,1.0
17,D,G,bottom,button,top,830.0,1.0
17,D,P,top,slider,down,602.0,1.0
17,D,N,bottom,button,top,657.0,1.0
17,D,N,bottom,slider,top,635.0,1.0
17,D,N,bottom,button,top,678.0,1.0
17,D,M,bottom,slider,top,614.0,1.0
17,D,N,bottom,button,top,602.0,1.0
17,D,P,bottom,slider,top,1763.0,1.0
17,D,G,bottom,button,top,983.0,1.0
17,D,N,bottom,slider,top,600.0,1.0
17,D,G,top,button,down,687.0,1.0
17,D,N,bottom,slider,top,658.0,1.0
17,D,M,top,button,down,716.0,1.0
17,D,M,bottom,slider,top,1701.0,1.0
17,D,M,top,button,down,710.0,1.0
17,D,G,bottom,slider,top,590.0,1.0
17,D,N,bottom,button,top,656.0,1.0
17,D,N,top,slider,down,668.0,1.0
17,D,G,bottom,button,top,736.0,1.0
17,D,G,top,slider,down,743.0,1.0
17,D,P,top,button,down,711.0,1.0
17,D,P,bottom,slider,top,664.0,1.0
17,D,N,bottom,button,top,746.0,1.0
17,D,M,top,slider,down,1730.0,1.0
17,D,G,bottom,button,top,676.0,1.0
17,D,P,top,slider,down,850.0,1.0
17,D,P,top,button,down,802.0,1.0
17,D,G,top,slider,down,570.0,1.0
17,D,G,top,button,down,676.0,1.0
17,D,P,bottom,slider,top,2961.0,1.0
17,D,M,top,button,down,657.0,1.0
17,D,P,bottom,slider,top,1607.0,1.0
17,D,N,top,button,down,597.0,1.0
17,D,P,top,slider,down,771.0,1.0
17,D,G,top,button,down,744.0,1.0
17,D,M,top,slider,down,1818.0,1.0
17,D,P,bottom,button,top,771.0,1.0
17,D,G,top,slider,down,615.0,1.0
17,D,M,top,button,down,710.0,1.0
17,D,P,bottom,slider,top,1586.0,1.0
