no,control,stimulus,position,ui,response,rt,SR
28,D,G,top,button,top,1744.0,0.0
28,D,N,bottom,slider,top,1020.0,1.0
28,D,P,top,button,down,1542.0,1.0
28,D,G,bottom,slider,top,1012.0,1.0
28,D,G,top,button,top,1029.0,0.0
28,D,G,bottom,slider,down,1082.0,0.0
28,D,M,top,button,down,1001.0,1.0
28,D,P,top,slider,down,901.0,1.0
28,D,M,bottom,button,top,939.0,1.0
28,D,P,bottom,slider,down,1157.0,0.0
28,D,N,top,button,down,850.0,1.0
28,D,P,bottom,slider,down,848.0,0.0
28,D,M,top,button,down,969.0,1.0
28,D,M,bottom,slider,top,2246.0,1.0
28,D,M,bottom,button,down,784.0,0.0
28,D,P,bottom,slider,top,1001.0,1.0
28,D,P,top,button,down,827.0,1.0
28,D,P,top,slider,down,3667.0,1.0
28,D,M,top,button,down,1053.0,1.0
28,D,N,bottom,slider,top,1028.0,1.0
28,D,N,top,button,down,986.0,1.0
28,D,N,top,slider,down,1869.0,1.0
28,D,G,bottom,button,top,744.0,1.0
28,D,N,top,slider,down,807.0,1.0
28,D,P,top,button,down,1237.0,1.0
28,D,N,bottom,slider,top,743.0,1.0
28,D,M,bottom,button,top,872.0,1.0
28,D,N,top,slider,down,844.0,1.0
28,D,G,top,button,down,1010.0,1.0
28,D,M,bottom,slider,top,817.0,1.0
28,D,N,top,button,down,719.0,1.0
28,D,M,bottom,slider,top,728.0,1.0
28,D,G,top,button,down,770.0,1.0
28,D,N,bottom,slider,top,956.0,1.0
28,D,M,bottom,button,top,702.0,1.0
28,D,N,top,slider,down,1770.0,1.0
28,D,M,top,button,down,915.0,1.0
28,D,N,bottom,slider,top,687.0,1.0
28,D,M,bottom,button,top,752.0,1.0
28,D,M,top,slider,down,801.0,1.0
28,D,G,top,button,down,730.0,1.0
28,D,N,bottom,slider,top,644.0,1.0
28,D,M,top,button,down,643.0,1.0
28,D,G,bottom,slider,top,700.0,1.0
28,D,G,bottom,button,top,687.0,1.0
28,D,P,bottom,slider,top,812.0,1.0
28,D,G,bottom,button,top,1016.0,1.0
28,D,N,bottom,slider,top,823.0,1.0
28,D,P,top,button,top,899.0,0.0
28,D,M,top,slider,down,880.0,1.0
28,D,G,bottom,button,top,762.0,1.0
28,D,P,top,slider,down,801.0,1.0
