no,control,stimulus,position,ui,response,rt,SR
5,D,M,top,button,top,1051.0,0.0
5,D,M,top,slider,top,1194.0,0.0
5,D,P,bottom,button,down,1369.0,0.0
5,D,N,top,slider,top,1007.0,0.0
5,D,G,top,button,top,803.0,0.0
5,D,P,bottom,slider,down,1001.0,0.0
5,D,N,bottom,button,down,974.0,0.0
5,D,M,top,slider,top,1030.0,0.0
5,D,P,bottom,button,down,1051.0,0.0
5,D,M,bottom,slider,down,899.0,0.0
5,D,P,bottom,button,down,891.0,0.0
5,D,G,bottom,slider,down,913.0,0.0
5,D,M,top,button,top,973.0,0.0
5,D,N,top,slider,top,958.0,0.0
5,D,G,top,button,top,807.0,0.0
5,D,G,bottom,slider,down,860.0,0.0
5,D,P,bottom,button,down,872.0,0.0
5,D,P,bottom,slider,down,872.0,0.0
5,D,P,top,button,top,901.0,0.0
5,D,M,bottom,slider,down,809.0,0.0
5,D,G,top,button,top,795.0,0.0
5,D,G,top,slider,top,1955.0,0.0
5,D,G,bottom,button,down,925.0,0.0
5,D,P,bottom,slider,down,862.0,0.0
5,D,M,bottom,button,down,829.0,0.0
5,D,G,bottom,slider,down,701.0,0.0
5,D,M,bottom,button,down,707.0,0.0
5,D,P,top,slider,top,762.0,0.0
5,D,G,top,button,top,856.0,0.0
5,D,G,bottom,slider,down,818.0,0.0
5,D,G,bottom,button,down,640.0,0.0
5,D,M,bottom,slider,down,801.0,0.0
5,D,G,bottom,button,down,761.0,0.0
5,D,G,bottom,slider,down,819.0,0.0
5,D,P,top,button,top,786.0,0.0
5,D,M,bottom,slider,down,754.0,0.0
5,D,M,top,button,top,870.0,0.0
5,D,N,bottom,slider,down,817.0,0.0
5,D,N,bottom,button,down,785.0,0.0
5,D,N,bottom,slider,down,718.0,0.0
5,D,N,top,button,top,785.0,0.0
5,D,N,bottom,slider,down,844.0,0.0
5,D,P,bottom,button,down,690.0,0.0
5,D,G,top,slider,top,751.0,0.0
5,D,G,top,button,top,784.0,0.0
5,D,P,top,slider,top,910.0,0.0
5,D,G,bottom,button,down,680.0,0.0
5,D,P,bottom,slider,down,809.0,0.0
5,D,M,bottom,button,down,823.0,0.0
5,D,M,bottom,slider,down,818.0,0.0
5,D,M,top,button,top,758.0,0.0
5,D,P,top,slider,top,805.0,0.0
5,D,G,bottom,button,down,599.0,0.0
5,D,P,bottom,slider,down,743.0,0.0
5,D,N,top,button,top,743.0,0.0
5,D,P,bottom,slider,down,701.0,0.0
5,D,M,top,button,top,651.0,0.0
5,D,N,top,slider,top,917.0,0.0
5,D,G,bottom,button,down,691.0,0.0
5,D,N,top,slider,top,809.0,0.0
5,D,M,top,button,top,1015.0,0.0
5,D,P,bottom,slider,down,819.0,0.0
5,D,N,bottom,button,down,744.0,0.0
5,D,G,top,slider,top,1033.0,0.0
5,D,N,bottom,button,down,701.0,0.0
5,D,N,top,slider,top,743.0,0.0
5,D,N,bottom,button,down,804.0,0.0
5,D,N,top,slider,top,699.0,0.0
5,D,G,bottom,button,down,762.0,0.0
5,D,N,bottom,slider,down,656.0,0.0
5,D,M,top,button,top,1092.0,0.0
5,D,M,bottom,slider,down,655.0,0.0
5,D,P,top,button,top,670.0,0.0
5,D,M,bottom,slider,down,701.0,0.0
5,D,M,top,button,top,658.0,0.0
5,D,N,bottom,slider,down,818.0,0.0
5,D,N,top,button,top,743.0,0.0
5,D,P,bottom,slider,down,726.0,0.0
5,D,N,top,button,top,826.0,0.0
5,D,P,top,slider,top,753.0,0.0
5,I,M,top,button,top,2223.0,0.0
5,I,M,bottom,slider,down,1103.0,0.0
5,I,P,bottom,button,down,1247.0,0.0
5,I,N,bottom,slider,down,959.0,0.0
5,I,G,top,button,top,1112.0,0.0
5,I,P,bottom,slider,down,791.0,0.0
5,I,N,bottom,button,down,897.0,0.0
5,I,M,bottom,slider,down,711.0,0.0
5,I,P,top,button,top,1008.0,0.0
5,I,M,top,slider,top,744.0,0.0
5,I,P,top,button,top,1056.0,0.0
5,I,G,bottom,slider,down,768.0,0.0
5,I,M,bottom,button,down,880.0,0.0
5,I,N,bottom,slider,down,959.0,0.0
5,I,G,bottom,button,down,1047.0,0.0
5,I,G,bottom,slider,down,753.0,0.0
5,I,P,top,button,top,975.0,0.0
5,I,P,top,slider,top,2000.0,0.0
5,I,P,top,button,top,816.0,0.0
5,I,M,top,slider,top,856.0,0.0
5,I,G,bottom,button,down,1064.0,0.0
5,I,G,bottom,slider,down,800.0,0.0
5,I,G,bottom,button,down,880.0,0.0
