no,control,stimulus,position,ui,response,rt,SR
7,I,M,bottom,button,top,1312.0,1.0
7,I,N,top,slider,down,1408.0,1.0
7,I,N,top,button,down,1472.0,1.0
7,I,M,bottom,slider,top,1080.0,1.0
7,I,N,bottom,button,top,1167.0,1.0
7,I,P,bottom,slider,top,887.0,1.0
7,I,G,top,button,down,1120.0,1.0
7,I,G,top,slider,down,952.0,1.0
7,I,M,top,button,down,849.0,1.0
7,I,N,bottom,slider,top,890.0,1.0
7,I,N,bottom,button,top,786.0,1.0
7,I,P,top,slider,down,913.0,1.0
7,I,N,top,button,down,1073.0,1.0
7,I,G,top,slider,down,680.0,1.0
7,I,G,top,button,down,810.0,1.0
7,I,G,top,slider,down,745.0,1.0
7,I,G,top,button,down,799.0,1.0
7,I,P,bottom,slider,top,730.0,1.0
7,I,M,top,button,down,784.0,1.0
7,I,N,bottom,slider,top,1025.0,1.0
7,I,M,top,button,down,849.0,1.0
7,I,P,bottom,slider,top,720.0,1.0
7,I,P,top,button,down,672.0,1.0
7,I,M,bottom,slider,top,815.0,1.0
7,I,N,top,button,down,879.0,1.0
7,I,M,bottom,slider,top,608.0,1.0
7,I,P,top,button,down,728.0,1.0
7,I,P,top,slider,down,680.0,1.0
7,I,P,bottom,button,top,626.0,1.0
7,I,G,bottom,slider,top,704.0,1.0
7,I,N,bottom,button,top,671.0,1.0
7,I,P,bottom,slider,top,2041.0,1.0
7,I,M,bottom,button,top,922.0,1.0
7,I,M,top,slider,down,817.0,1.0
7,I,P,top,button,down,777.0,1.0
7,I,P,bottom,slider,top,784.0,1.0
7,I,G,bottom,button,top,689.0,1.0
7,I,G,top,slider,down,649.0,1.0
7,I,M,top,button,down,778.0,1.0
7,I,M,bottom,slider,top,528.0,1.0
7,I,N,top,button,down,776.0,1.0
7,I,G,top,slider,down,665.0,1.0
7,I,M,top,button,down,848.0,1.0
7,I,N,top,slider,down,697.0,1.0
7,I,G,top,button,down,665.0,1.0
7,I,P,bottom,slider,top,696.0,1.0
7,I,G,bottom,button,top,632.0,1.0
7,I,N,top,slider,down,744.0,1.0
7,I,P,top,button,down,833.0,1.0
7,I,G,bottom,slider,top,728.0,1.0
7,I,M,top,button,down,792.0,1.0
7,I,M,top,slider,down,721.0,1.0
7,I,P,top,button,down,654.0,1.0
7,I,P,bottom,slider,top,561.0,1.0
7,I,N,top,button,down,623.0,1.0
7,I,N,bottom,slider,top,707.0,1.0
7,I,G,bottom,button,top,688.0,1.0
