no,control,stimulus,position,ui,response,rt,SR
19,D,N,bottom,button,top,1055.0,1.0
19,D,G,bottom,slider,top,1063.0,1.0
19,D,P,top,button,down,1969.0,1.0
19,D,P,top,slider,down,3417.0,1.0
19,D,M,top,button,down,2482.0,1.0
19,D,G,top,slider,down,3009.0,1.0
19,D,G,bottom,button,top,807.0,1.0
19,D,P,bottom,slider,top,1094.0,1.0
19,D,M,bottom,button,top,944.0,1.0
19,D,M,bottom,slider,top,5269.0,1.0
19,D,M,top,button,down,944.0,1.0
19,D,P,bottom,slider,top,3146.0,1.0
19,D,G,bottom,button,top,968.0,1.0
19,D,N,bottom,slider,未互動,,
19,D,M,bottom,button,top,828.0,1.0
19,D,P,bottom,slider,top,3662.0,1.0
19,D,N,bottom,button,top,1915.0,1.0
19,D,M,top,slider,down,2142.0,1.0
19,D,G,top,button,down,1068.0,1.0
19,D,P,bottom,slider,top,1362.0,1.0
19,D,G,bottom,button,top,914.0,1.0
19,D,M,top,slider,down,1272.0,1.0
19,D,P,top,button,down,2297.0,1.0
19,D,N,top,slider,down,1249.0,1.0
19,D,G,top,button,down,1002.0,1.0
19,D,N,bottom,slider,top,1200.0,1.0
19,D,M,bottom,button,top,1042.0,1.0
19,D,P,bottom,slider,top,1000.0,1.0
19,D,M,bottom,button,top,984.0,1.0
19,D,G,top,slider,down,1215.0,1.0
19,D,N,bottom,button,top,1120.0,1.0
19,D,N,top,slider,down,1120.0,1.0
19,D,G,top,button,down,968.0,1.0
19,D,N,top,slider,down,1280.0,1.0
19,D,P,bottom,button,top,2167.0,1.0
19,D,M,bottom,slider,top,4240.0,1.0
19,D,M,bottom,button,top,1106.0,1.0
19,D,N,bottom,slider,top,2038.0,1.0
19,D,G,top,button,down,1061.0,1.0
19,D,G,bottom,slider,top,5048.0,1.0
19,D,P,bottom,button,top,1095.0,1.0
19,D,N,bottom,slider,top,2351.0,1.0
19,D,N,bottom,button,top,1063.0,1.0
19,D,N,bottom,slider,top,1313.0,1.0
19,D,G,top,button,down,1113.0,1.0
19,D,M,top,slider,down,1345.0,1.0
19,D,P,bottom,button,top,3526.0,1.0
19,D,P,top,slider,down,7164.0,1.0
