no,control,stimulus,position,ui,response,rt,SR
27,I,G,top,button,down,1375.0,1.0
27,I,P,bottom,slider,down,1895.0,0.0
27,I,G,bottom,button,down,1152.0,0.0
27,I,N,bottom,slider,down,1249.0,0.0
27,I,N,bottom,button,down,1137.0,0.0
27,I,P,bottom,slider,down,1073.0,0.0
27,I,G,top,button,top,1450.0,0.0
27,I,M,bottom,slider,down,1096.0,0.0
27,I,M,top,button,top,1191.0,0.0
27,I,M,top,slider,down,1152.0,1.0
27,I,M,top,button,down,1151.0,1.0
27,I,M,bottom,slider,top,1001.0,1.0
27,I,P,bottom,button,top,1280.0,1.0
27,I,G,bottom,slider,top,951.0,1.0
27,I,G,top,button,down,1199.0,1.0
27,I,G,top,slider,top,982.0,0.0
27,I,N,top,button,down,1079.0,1.0
27,I,N,top,slider,down,1081.0,1.0
27,I,M,top,button,top,1145.0,0.0
27,I,P,top,slider,down,1105.0,1.0
27,I,N,top,button,down,1095.0,1.0
27,I,P,bottom,slider,top,888.0,1.0
27,I,P,top,button,down,1057.0,1.0
27,I,P,bottom,slider,top,841.0,1.0
27,I,N,top,button,down,1032.0,1.0
27,I,M,bottom,slider,top,905.0,1.0
27,I,P,top,button,down,952.0,1.0
27,I,G,bottom,slider,top,1034.0,1.0
27,I,N,top,button,down,952.0,1.0
27,I,N,bottom,slider,top,841.0,1.0
27,I,M,bottom,button,top,977.0,1.0
27,I,P,bottom,slider,top,928.0,1.0
27,I,P,top,button,down,1176.0,1.0
27,I,M,bottom,slider,top,848.0,1.0
27,I,N,bottom,button,top,1047.0,1.0
27,I,M,bottom,slider,top,735.0,1.0
27,I,N,bottom,button,top,992.0,1.0
27,I,N,top,slider,down,705.0,1.0
27,I,M,top,button,down,1008.0,1.0
27,I,M,bottom,slider,top,833.0,1.0
27,I,G,bottom,button,down,806.0,0.0
27,I,G,top,slider,top,783.0,0.0
27,I,N,top,button,top,1128.0,0.0
27,I,G,bottom,slider,top,872.0,1.0
27,I,G,bottom,button,top,1041.0,1.0
27,I,P,top,slider,down,1008.0,1.0
27,I,M,top,button,down,1089.0,1.0
27,I,M,top,slider,down,887.0,1.0
27,I,M,top,button,down,1249.0,1.0
27,I,M,top,slider,down,850.0,1.0
27,I,N,top,button,down,1087.0,1.0
27,I,N,bottom,slider,down,1159.0,0.0
27,I,G,top,button,top,1080.0,0.0
27,I,N,bottom,slider,down,896.0,0.0
27,I,P,bottom,button,down,954.0,0.0
27,I,P,bottom,slider,down,1014.0,0.0
27,I,P,bottom,button,down,953.0,0.0
27,I,P,top,slider,down,968.0,1.0
27,I,N,bottom,button,down,1016.0,0.0
27,I,G,top,slider,top,1072.0,0.0
27,I,N,top,button,down,991.0,1.0
27,I,M,top,slider,down,922.0,1.0
27,I,N,top,button,down,929.0,1.0
27,I,N,bottom,slider,top,945.0,1.0
27,I,P,bottom,button,down,1113.0,0.0
27,I,G,bottom,slider,down,824.0,0.0
27,I,G,bottom,button,down,928.0,0.0
27,I,P,top,slider,down,721.0,1.0
27,I,G,top,button,down,847.0,1.0
27,I,M,bottom,slider,down,888.0,0.0
27,I,M,top,button,down,1209.0,1.0
27,I,P,top,slider,down,905.0,1.0
27,I,G,bottom,button,down,1142.0,0.0
27,I,P,top,slider,down,929.0,1.0
27,I,G,bottom,button,down,897.0,0.0
27,I,G,top,slider,down,840.0,1.0
27,I,M,bottom,button,down,872.0,0.0
27,I,G,top,slider,down,792.0,1.0
27,I,P,bottom,button,down,999.0,0.0
27,I,N,top,slider,down,1049.0,1.0
27,D,G,bottom,button,down,2752.0,0.0
27,D,P,bottom,slider,top,1342.0,1.0
27,D,G,top,button,down,985.0,1.0
27,D,N,top,slider,down,1048.0,1.0
27,D,N,bottom,button,down,943.0,0.0
27,D,P,top,slider,down,914.0,1.0
27,D,G,top,button,down,826.0,1.0
27,D,M,bottom,slider,down,967.0,0.0
27,D,M,top,button,down,899.0,1.0
27,D,M,bottom,slider,down,999.0,0.0
27,D,M,top,button,down,917.0,1.0
27,D,M,top,slider,down,763.0,1.0
27,D,P,bottom,button,down,847.0,0.0
27,D,G,bottom,slider,top,1020.0,1.0
27,D,G,bottom,button,top,1954.0,1.0
27,D,G,top,slider,down,977.0,1.0
27,D,N,top,button,down,914.0,1.0
27,D,N,bottom,slider,down,1102.0,0.0
27,D,M,bottom,button,down,915.0,0.0
27,D,P,bottom,slider,down,939.0,0.0
27,D,N,bottom,button,down,1829.0,0.0
27,D,P,top,slider,down,1025.0,1.0
27,D,P,top,button,down,1603.0,1.0
27,D,P,bottom,slider,top,1196.0,1.0
27,D,N,top,button,top,903.0,0.0
27,D,M,bottom,slider,top,857.0,1.0
27,D,P,top,button,down,891.0,1.0
27,D,G,top,slider,down,1020.0,1.0
27,D,N,top,button,down,1564.0,1.0
27,D,N,top,slider,down,884.0,1.0
27,D,M,bottom,button,top,917.0,1.0
27,D,P,bottom,slider,top,899.0,1.0
27,D,P,top,button,down,784.0,1.0
27,D,M,top,slider,down,804.0,1.0
27,D,N,top,button,down,729.0,1.0
27,D,M,top,slider,down,761.0,1.0
27,D,N,bottom,button,top,1700.0,1.0
27,D,N,top,slider,down,847.0,1.0
27,D,M,top,button,down,955.0,1.0
27,D,M,bottom,slider,down,896.0,0.0
27,D,G,top,button,top,788.0,0.0
27,D,G,top,slider,down,880.0,1.0
27,D,N,top,button,down,838.0,1.0
27,D,G,top,slider,down,848.0,1.0
27,D,G,top,button,top,982.0,0.0
27,D,P,top,slider,down,794.0,1.0
27,D,M,top,button,down,754.0,1.0
27,D,M,top,slider,down,744.0,1.0
27,D,M,top,button,down,872.0,1.0
27,D,M,bottom,slider,top,814.0,1.0
27,D,N,top,button,down,1499.0,1.0
27,D,N,bottom,slider,top,796.0,1.0
27,D,G,bottom,button,top,797.0,1.0
27,D,N,top,slider,down,805.0,1.0
27,D,P,top,button,down,750.0,1.0
27,D,P,top,slider,down,933.0,1.0
27,D,P,bottom,button,top,1095.0,1.0
27,D,P,bottom,slider,top,923.0,1.0
27,D,N,top,button,down,1682.0,1.0
27,D,G,bottom,slider,top,786.0,1.0
27,D,N,bottom,button,top,857.0,1.0
27,D,M,top,slider,down,954.0,1.0
27,D,N,top,button,down,704.0,1.0
27,D,N,top,slider,down,1796.0,1.0
27,D,P,top,button,down,966.0,1.0
27,D,G,top,slider,down,797.0,1.0
27,D,G,top,button,top,840.0,0.0
27,D,P,top,slider,down,849.0,1.0
27,D,G,bottom,button,top,830.0,1.0
27,D,M,top,slider,down,887.0,1.0
27,D,M,bottom,button,down,772.0,0.0
27,D,P,bottom,slider,top,955.0,1.0
27,D,G,top,button,down,743.0,1.0
27,D,P,top,slider,down,882.0,1.0
27,D,G,bottom,button,down,1085.0,0.0
27,D,G,top,slider,down,1015.0,1.0
27,D,M,bottom,button,down,891.0,0.0
27,D,G,bottom,slider,top,1095.0,1.0
27,D,P,top,button,down,871.0,1.0
27,D,N,bottom,slider,top,881.0,1.0
