no,control,stimulus,position,ui,response,rt,SR
26,D,M,bottom,button,down,722.0,0.0
26,D,G,bottom,slider,down,645.0,0.0
26,D,N,bottom,button,down,1439.0,0.0
26,D,G,bottom,slider,down,751.0,0.0
26,D,P,top,button,top,692.0,0.0
26,D,G,top,slider,top,769.0,0.0
26,D,N,top,button,top,702.0,0.0
26,D,P,top,slider,top,770.0,0.0
26,D,M,top,button,top,673.0,0.0
26,D,G,top,slider,top,1763.0,0.0
26,D,N,bottom,button,down,985.0,0.0
26,D,P,bottom,slider,down,939.0,0.0
26,D,M,bottom,button,down,631.0,0.0
26,D,M,top,slider,top,771.0,0.0
26,D,N,top,button,top,732.0,0.0
26,D,P,top,slider,top,698.0,0.0
26,D,P,top,button,top,727.0,0.0
26,D,G,top,slider,top,853.0,0.0
26,D,M,top,button,top,814.0,0.0
26,D,N,bottom,slider,down,827.0,0.0
26,D,M,top,button,top,808.0,0.0
26,D,N,top,slider,top,645.0,0.0
26,D,P,top,button,top,753.0,0.0
26,D,G,top,slider,top,731.0,0.0
26,D,N,top,button,top,729.0,0.0
26,D,G,top,slider,top,743.0,0.0
26,D,N,top,button,top,709.0,0.0
26,D,G,top,slider,top,827.0,0.0
26,D,P,bottom,button,down,915.0,0.0
26,D,G,bottom,slider,down,732.0,0.0
26,D,M,bottom,button,down,658.0,0.0
26,D,G,bottom,slider,down,643.0,0.0
26,D,M,bottom,button,down,784.0,0.0
26,D,P,top,slider,top,731.0,0.0
26,D,M,bottom,button,down,704.0,0.0
26,D,P,bottom,slider,down,690.0,0.0
