no,control,stimulus,position,ui,response,rt,SR
6,I,M,bottom,button,down,1007.0,0.0
6,I,N,bottom,slider,top,1711.0,1.0
6,I,M,top,button,down,1170.0,1.0
6,I,P,bottom,slider,top,935.0,1.0
6,I,G,bottom,button,down,967.0,0.0
6,I,P,top,slider,top,769.0,0.0
6,I,P,top,button,down,1327.0,1.0
6,I,M,bottom,slider,down,864.0,0.0
6,I,P,top,button,top,1176.0,0.0
6,I,M,top,slider,down,752.0,1.0
6,I,P,bottom,button,down,848.0,0.0
6,I,G,top,slider,down,784.0,1.0
6,I,G,bottom,button,down,903.0,0.0
6,I,N,bottom,slider,top,823.0,1.0
6,I,P,bottom,button,down,848.0,0.0
6,I,N,top,slider,down,720.0,1.0
6,I,N,top,button,down,793.0,1.0
6,I,G,bottom,slider,down,681.0,0.0
6,I,G,top,button,top,993.0,0.0
6,I,P,bottom,slider,down,1048.0,0.0
6,I,P,bottom,button,down,1089.0,0.0
6,I,M,bottom,slider,down,815.0,0.0
6,I,G,top,button,down,1032.0,1.0
6,I,M,bottom,slider,down,800.0,0.0
6,I,N,bottom,button,down,760.0,0.0
6,I,P,bottom,slider,down,705.0,0.0
6,I,M,bottom,button,top,761.0,1.0
6,I,M,bottom,slider,down,680.0,0.0
6,I,G,top,button,down,760.0,1.0
6,I,M,top,slider,down,695.0,1.0
6,I,N,top,button,down,847.0,1.0
6,I,P,bottom,slider,down,664.0,0.0
6,I,N,top,button,top,775.0,0.0
6,I,M,top,slider,down,848.0,1.0
6,I,P,bottom,button,down,783.0,0.0
6,I,N,top,slider,down,841.0,1.0
6,I,N,bottom,button,down,905.0,0.0
6,I,P,bottom,slider,down,887.0,0.0
6,I,N,bottom,button,down,1457.0,0.0
6,I,P,top,slider,down,1008.0,1.0
6,I,M,top,button,down,968.0,1.0
6,I,G,top,slider,down,704.0,1.0
6,I,M,bottom,button,down,705.0,0.0
6,I,M,top,slider,down,862.0,1.0
6,I,G,bottom,button,down,1231.0,0.0
6,I,M,top,slider,down,800.0,1.0
6,I,M,top,button,top,1176.0,0.0
6,I,P,top,slider,down,786.0,1.0
6,I,G,bottom,button,down,680.0,0.0
6,I,N,top,slider,down,758.0,1.0
6,I,N,top,button,down,999.0,1.0
6,I,N,bottom,slider,down,817.0,0.0
6,I,P,top,button,down,864.0,1.0
6,I,N,top,slider,down,896.0,1.0
6,I,P,bottom,button,down,792.0,0.0
6,I,G,bottom,slider,down,937.0,0.0
6,I,G,bottom,button,down,888.0,0.0
6,I,N,top,slider,down,1721.0,1.0
6,I,N,bottom,button,down,841.0,0.0
6,I,M,top,slider,down,922.0,1.0
6,I,N,top,button,down,1136.0,1.0
6,I,P,bottom,slider,down,769.0,0.0
6,I,G,bottom,button,down,695.0,0.0
6,I,N,bottom,slider,down,736.0,0.0
6,I,M,top,button,down,936.0,1.0
6,I,G,top,slider,down,689.0,1.0
6,I,M,top,button,down,793.0,1.0
6,I,P,bottom,slider,down,721.0,0.0
6,I,M,top,button,down,727.0,1.0
6,I,G,bottom,slider,down,911.0,0.0
6,I,G,top,button,down,1144.0,1.0
6,I,P,top,slider,down,791.0,1.0
6,I,P,bottom,button,down,704.0,0.0
6,I,G,bottom,slider,down,734.0,0.0
6,I,G,bottom,button,down,865.0,0.0
6,I,G,top,slider,down,769.0,1.0
6,I,M,bottom,button,down,832.0,0.0
6,I,N,top,slider,down,2096.0,1.0
6,I,G,top,button,down,1432.0,1.0
6,I,N,bottom,slider,down,785.0,0.0
6,D,M,top,button,down,793.0,1.0
6,D,N,top,slider,down,733.0,1.0
6,D,M,top,button,down,755.0,1.0
6,D,P,top,slider,down,642.0,1.0
6,D,G,bottom,button,down,671.0,0.0
6,D,P,top,slider,down,641.0,1.0
6,D,P,bottom,button,down,645.0,0.0
6,D,M,top,slider,down,717.0,1.0
6,D,P,top,button,down,602.0,1.0
6,D,M,top,slider,down,665.0,1.0
6,D,P,top,button,down,578.0,1.0
6,D,G,top,slider,down,539.0,1.0
6,D,G,top,button,down,631.0,1.0
6,D,N,bottom,slider,down,1425.0,0.0
6,D,P,top,button,down,581.0,1.0
6,D,N,bottom,slider,down,702.0,0.0
6,D,N,bottom,button,down,613.0,0.0
6,D,G,top,slider,down,706.0,1.0
6,D,G,bottom,button,down,571.0,0.0
6,D,P,top,slider,down,536.0,1.0
6,D,P,top,button,down,575.0,1.0
6,D,M,top,slider,down,577.0,1.0
6,D,G,bottom,button,down,562.0,0.0
6,D,M,bottom,slider,down,652.0,0.0
6,D,N,top,button,down,490.0,1.0
6,D,P,top,slider,down,548.0,1.0
6,D,M,top,button,down,784.0,1.0
6,D,M,top,slider,down,689.0,1.0
6,D,G,top,button,down,590.0,1.0
6,D,M,top,slider,down,597.0,1.0
6,D,N,top,button,down,616.0,1.0
6,D,P,top,slider,down,604.0,1.0
6,D,N,top,button,down,548.0,1.0
6,D,M,top,slider,down,686.0,1.0
6,D,P,top,button,down,548.0,1.0
6,D,N,top,slider,down,704.0,1.0
6,D,N,top,button,down,592.0,1.0
6,D,P,top,slider,down,633.0,1.0
6,D,N,top,button,down,1082.0,1.0
6,D,P,bottom,slider,down,579.0,0.0
6,D,M,bottom,button,down,553.0,0.0
6,D,G,top,slider,down,619.0,1.0
6,D,M,top,button,down,623.0,1.0
6,D,M,top,slider,down,528.0,1.0
6,D,G,bottom,button,down,555.0,0.0
6,D,M,top,slider,down,545.0,1.0
6,D,M,bottom,button,down,512.0,0.0
6,D,P,bottom,slider,down,681.0,0.0
6,D,G,bottom,button,down,525.0,0.0
6,D,N,top,slider,down,513.0,1.0
6,D,N,top,button,down,520.0,1.0
6,D,N,bottom,slider,down,642.0,0.0
6,D,P,bottom,button,down,600.0,0.0
6,D,N,top,slider,down,561.0,1.0
6,D,P,top,button,down,528.0,1.0
6,D,G,bottom,slider,down,585.0,0.0
6,D,G,top,button,down,616.0,1.0
6,D,N,bottom,slider,down,547.0,0.0
6,D,N,top,button,down,516.0,1.0
6,D,M,bottom,slider,down,483.0,0.0
6,D,N,top,button,down,487.0,1.0
6,D,P,bottom,slider,down,1581.0,0.0
6,D,G,top,button,down,506.0,1.0
6,D,N,top,slider,down,678.0,1.0
6,D,M,bottom,button,down,489.0,0.0
6,D,G,bottom,slider,down,485.0,0.0
6,D,M,top,button,down,540.0,1.0
6,D,P,bottom,slider,down,431.0,0.0
6,D,M,top,button,down,538.0,1.0
6,D,G,bottom,slider,down,537.0,0.0
6,D,G,top,button,down,530.0,1.0
6,D,P,bottom,slider,down,571.0,0.0
6,D,P,bottom,button,down,529.0,0.0
6,D,G,bottom,slider,down,618.0,0.0
6,D,G,bottom,button,down,463.0,0.0
6,D,G,bottom,slider,down,465.0,0.0
6,D,M,bottom,button,down,601.0,0.0
6,D,N,top,slider,down,1268.0,1.0
6,D,G,top,button,down,536.0,1.0
6,D,N,top,slider,down,543.0,1.0
