no,control,stimulus,position,ui,response,rt,SR
34,I,G,top,slider,down,1060.0,1.0
34,I,N,top,button,down,1081.0,1.0
34,I,G,top,slider,top,2515.0,0.0
34,I,M,top,button,down,1133.0,1.0
34,I,N,top,slider,down,1049.0,1.0
34,I,P,bottom,button,top,1753.0,1.0
34,I,P,top,slider,down,980.0,1.0
34,I,M,bottom,button,top,1049.0,1.0
34,I,M,bottom,slider,down,1048.0,0.0
34,I,M,top,button,top,1394.0,0.0
34,I,N,bottom,slider,top,1133.0,1.0
34,I,M,top,button,down,1083.0,1.0
34,I,G,bottom,slider,top,880.0,1.0
34,I,G,top,button,down,1098.0,1.0
34,I,M,bottom,slider,top,998.0,1.0
34,I,N,top,button,down,1745.0,1.0
34,I,M,top,slider,down,1368.0,1.0
34,I,N,top,button,top,1316.0,0.0
34,I,P,bottom,slider,top,1231.0,1.0
34,I,P,top,button,down,1031.0,1.0
34,I,G,bottom,slider,top,1539.0,1.0
34,I,G,top,button,down,1213.0,1.0
34,I,M,top,slider,down,881.0,1.0
34,I,N,bottom,button,top,1333.0,1.0
34,I,G,top,slider,down,1165.0,1.0
34,I,N,top,button,down,1180.0,1.0
34,I,G,top,slider,top,1080.0,0.0
34,I,M,bottom,button,top,1601.0,1.0
34,I,P,top,slider,down,1256.0,1.0
34,I,N,top,button,down,1029.0,1.0
34,I,P,bottom,slider,top,964.0,1.0
34,I,P,bottom,button,top,3146.0,1.0
34,I,M,bottom,slider,top,750.0,1.0
34,D,M,top,button,down,1134.0,1.0
34,D,P,bottom,slider,top,866.0,1.0
34,D,G,bottom,button,top,896.0,1.0
34,D,N,bottom,slider,top,730.0,1.0
34,D,G,top,button,down,1031.0,1.0
34,D,M,bottom,slider,top,846.0,1.0
34,D,N,top,button,down,935.0,1.0
34,D,P,top,slider,down,1479.0,1.0
34,D,P,bottom,button,top,833.0,1.0
34,D,N,top,slider,down,730.0,1.0
34,D,N,top,button,top,762.0,0.0
34,D,G,bottom,slider,top,879.0,1.0
34,D,G,top,button,down,944.0,1.0
34,D,G,top,slider,top,696.0,0.0
34,D,M,top,button,down,1017.0,1.0
34,D,P,bottom,slider,top,713.0,1.0
34,D,P,top,button,down,812.0,1.0
34,D,G,top,slider,top,795.0,0.0
34,D,N,top,button,top,697.0,0.0
34,D,G,top,slider,top,697.0,0.0
34,D,N,top,button,top,712.0,0.0
34,D,M,bottom,slider,top,778.0,1.0
34,D,N,top,button,top,797.0,0.0
34,D,M,top,slider,top,729.0,0.0
34,D,G,top,button,top,832.0,0.0
34,D,G,top,slider,top,1170.0,0.0
34,D,P,top,button,top,765.0,0.0
34,D,N,top,slider,down,795.0,1.0
34,D,P,bottom,button,top,799.0,1.0
34,D,M,top,slider,down,800.0,1.0
34,D,M,top,button,down,714.0,1.0
34,D,N,bottom,slider,top,639.0,1.0
34,D,P,top,button,down,679.0,1.0
34,D,M,top,slider,top,717.0,0.0
34,D,P,bottom,button,top,698.0,1.0
34,D,N,top,slider,down,1446.0,1.0
34,D,P,bottom,button,top,766.0,1.0
34,D,P,bottom,slider,top,665.0,1.0
34,D,G,bottom,button,top,796.0,1.0
34,D,G,bottom,slider,top,664.0,1.0
34,D,M,top,button,top,747.0,0.0
34,D,G,bottom,slider,top,612.0,1.0
34,D,N,bottom,button,top,749.0,1.0
34,D,P,bottom,slider,top,1162.0,1.0
34,D,M,top,button,down,748.0,1.0
34,D,N,top,slider,down,743.0,1.0
34,D,P,top,button,down,861.0,1.0
34,D,G,top,slider,down,696.0,1.0
34,D,N,bottom,button,top,801.0,1.0
34,D,G,bottom,slider,down,780.0,0.0
34,D,M,top,button,top,946.0,0.0
34,D,N,bottom,slider,down,746.0,0.0
34,D,P,bottom,button,top,730.0,1.0
34,D,P,bottom,slider,top,695.0,1.0
34,D,M,top,button,down,613.0,1.0
34,D,M,bottom,slider,top,812.0,1.0
34,D,M,bottom,button,top,696.0,1.0
34,D,N,bottom,slider,top,829.0,1.0
34,D,M,top,button,down,796.0,1.0
34,D,G,bottom,slider,top,661.0,1.0
34,D,G,bottom,button,top,746.0,1.0
34,D,M,top,slider,down,2783.0,1.0
34,D,N,top,button,down,931.0,1.0
34,D,M,bottom,slider,未互動,,
34,D,N,bottom,button,top,678.0,1.0
34,D,P,top,slider,down,1063.0,1.0
34,D,P,bottom,button,top,730.0,1.0
34,D,G,bottom,slider,down,748.0,0.0
34,D,G,bottom,button,top,797.0,1.0
34,D,M,bottom,slider,top,1879.0,1.0
34,D,N,top,button,down,833.0,1.0
34,D,G,top,slider,down,679.0,1.0
34,D,N,top,button,top,762.0,0.0
34,D,G,top,slider,down,735.0,1.0
34,D,M,bottom,button,top,897.0,1.0
34,D,P,top,slider,down,928.0,1.0
34,D,N,bottom,button,top,645.0,1.0
34,D,P,top,slider,down,744.0,1.0
34,D,P,top,button,down,782.0,1.0
34,D,M,bottom,slider,top,813.0,1.0
