no,control,stimulus,position,ui,response,rt,SR
13,I,M,top,button,down,1384.0,1.0
13,I,N,top,slider,down,1383.0,1.0
13,I,N,bottom,button,top,1414.0,1.0
13,I,N,top,slider,down,1057.0,1.0
13,I,P,bottom,button,top,2001.0,1.0
13,I,P,bottom,slider,top,1032.0,1.0
13,I,N,top,button,down,1167.0,1.0
13,I,G,top,slider,down,928.0,1.0
13,I,G,top,button,down,1248.0,1.0
13,I,G,bottom,slider,down,1369.0,0.0
13,I,M,top,button,down,1744.0,1.0
13,I,P,top,slider,down,1149.0,1.0
13,I,N,bottom,button,top,1055.0,1.0
13,I,G,top,slider,down,727.0,1.0
13,I,P,top,button,down,904.0,1.0
13,I,M,bottom,slider,top,1038.0,1.0
13,I,P,bottom,button,down,856.0,0.0
13,I,M,bottom,slider,top,783.0,1.0
13,I,M,top,button,down,737.0,1.0
13,I,G,top,slider,down,1808.0,1.0
13,I,N,bottom,button,top,727.0,1.0
13,I,P,top,slider,down,752.0,1.0
13,I,M,bottom,button,top,976.0,1.0
13,I,M,top,slider,down,833.0,1.0
13,I,N,bottom,button,top,728.0,1.0
13,I,M,bottom,slider,down,793.0,0.0
13,I,P,bottom,button,down,1182.0,0.0
13,I,P,top,slider,down,848.0,1.0
13,I,N,bottom,button,top,649.0,1.0
13,I,M,top,slider,down,790.0,1.0
13,I,P,bottom,button,top,736.0,1.0
13,I,P,bottom,slider,top,929.0,1.0
13,I,N,top,button,down,880.0,1.0
13,I,G,bottom,slider,top,758.0,1.0
13,I,G,top,button,down,930.0,1.0
13,I,P,bottom,slider,top,735.0,1.0
13,I,M,bottom,button,top,810.0,1.0
13,I,G,bottom,slider,top,2503.0,1.0
13,I,M,top,button,down,1056.0,1.0
13,I,P,bottom,slider,top,961.0,1.0
13,I,N,bottom,button,top,727.0,1.0
13,I,M,top,slider,down,751.0,1.0
13,I,P,top,button,down,1007.0,1.0
13,I,N,top,slider,down,898.0,1.0
13,I,G,top,button,down,824.0,1.0
13,I,M,bottom,slider,top,712.0,1.0
13,I,G,bottom,button,top,848.0,1.0
13,I,M,top,slider,down,697.0,1.0
13,I,M,bottom,button,top,753.0,1.0
13,I,P,bottom,slider,top,854.0,1.0
