no,control,stimulus,position,ui,response,rt,SR
13,I,G,bottom,button,top,1320.0,1.0
13,I,N,top,slider,down,734.0,1.0
13,I,P,bottom,button,top,721.0,1.0
13,I,P,bottom,slider,top,671.0,1.0
13,I,G,top,button,down,712.0,1.0
13,I,N,top,slider,down,1006.0,1.0
13,I,P,top,button,down,786.0,1.0
13,I,G,bottom,slider,top,679.0,1.0
13,I,G,bottom,button,top,721.0,1.0
13,I,M,top,slider,down,736.0,1.0
13,I,P,bottom,button,top,944.0,1.0
13,I,M,bottom,slider,top,661.0,1.0
13,I,N,top,button,down,711.0,1.0
13,I,G,bottom,slider,top,759.0,1.0
13,I,G,top,button,down,1185.0,1.0
13,I,G,top,slider,down,688.0,1.0
13,I,P,bottom,button,top,832.0,1.0
13,I,N,bottom,slider,top,705.0,1.0
13,I,N,top,button,down,744.0,1.0
13,I,M,bottom,slider,top,752.0,1.0
13,I,G,bottom,button,top,704.0,1.0
13,I,N,bottom,slider,top,560.0,1.0
13,I,N,top,button,down,978.0,1.0
13,I,P,top,slider,down,927.0,1.0
13,I,M,top,button,down,1023.0,1.0
13,I,M,top,slider,down,702.0,1.0
13,I,N,bottom,button,top,814.0,1.0
13,I,G,top,slider,down,638.0,1.0
13,I,G,bottom,button,top,616.0,1.0
13,I,N,bottom,slider,top,840.0,1.0
13,D,M,bottom,button,top,819.0,1.0
13,D,N,top,slider,down,1357.0,1.0
13,D,N,top,button,down,811.0,1.0
13,D,N,top,slider,down,632.0,1.0
13,D,P,bottom,button,top,644.0,1.0
13,D,P,top,slider,down,1610.0,1.0
13,D,N,bottom,button,top,572.0,1.0
13,D,G,bottom,slider,top,1895.0,1.0
13,D,G,bottom,button,top,645.0,1.0
13,D,G,bottom,slider,top,620.0,1.0
13,D,M,top,button,down,623.0,1.0
13,D,P,bottom,slider,top,570.0,1.0
13,D,N,top,button,down,573.0,1.0
13,D,G,top,slider,失敗,,0.0
13,D,P,bottom,button,top,1404.0,1.0
13,D,M,top,slider,down,675.0,1.0
13,D,P,bottom,button,top,729.0,1.0
13,D,M,bottom,slider,top,2132.0,1.0
13,D,M,bottom,button,top,625.0,1.0
13,D,G,top,slider,down,651.0,1.0
13,D,N,top,button,down,855.0,1.0
13,D,P,top,slider,down,547.0,1.0
13,D,M,bottom,button,top,622.0,1.0
13,D,M,top,slider,down,571.0,1.0
13,D,N,bottom,button,top,635.0,1.0
13,D,M,top,slider,down,682.0,1.0
13,D,P,top,button,down,711.0,1.0
13,D,P,bottom,slider,top,665.0,1.0
13,D,N,top,button,down,705.0,1.0
13,D,M,bottom,slider,top,717.0,1.0
13,D,P,bottom,button,top,675.0,1.0
13,D,P,bottom,slider,top,530.0,1.0
13,D,N,bottom,button,top,549.0,1.0
13,D,G,bottom,slider,top,536.0,1.0
13,D,G,top,button,down,615.0,1.0
13,D,P,top,slider,down,2437.0,1.0
13,D,M,top,button,down,655.0,1.0
13,D,G,bottom,slider,top,657.0,1.0
13,D,M,bottom,button,top,613.0,1.0
13,D,P,bottom,slider,top,622.0,1.0
13,D,N,bottom,button,top,648.0,1.0
13,D,M,bottom,slider,top,842.0,1.0
13,D,P,bottom,button,top,710.0,1.0
13,D,N,top,slider,down,632.0,1.0
13,D,G,top,button,down,716.0,1.0
13,D,M,top,slider,down,828.0,1.0
13,D,G,top,button,down,656.0,1.0
13,D,M,bottom,slider,top,631.0,1.0
13,D,M,bottom,button,top,628.0,1.0
13,D,P,bottom,slider,top,627.0,1.0
13,D,G,bottom,button,top,685.0,1.0
13,D,N,bottom,slider,top,1791.0,1.0
13,D,P,bottom,button,top,668.0,1.0
13,D,P,bottom,slider,top,617.0,1.0
13,D,G,bottom,button,top,707.0,1.0
13,D,N,top,slider,down,741.0,1.0
13,D,P,top,button,down,1721.0,1.0
13,D,G,top,slider,down,654.0,1.0
13,D,G,top,button,down,641.0,1.0
13,D,M,top,slider,down,658.0,1.0
13,D,P,bottom,button,top,811.0,1.0
13,D,M,bottom,slider,down,696.0,0.0
13,D,N,top,button,down,773.0,1.0
13,D,G,bottom,slider,top,608.0,1.0
13,D,G,top,button,down,641.0,1.0
13,D,G,bottom,slider,top,728.0,1.0
13,D,P,bottom,button,top,881.0,1.0
13,D,N,top,slider,down,657.0,1.0
13,D,N,top,button,down,658.0,1.0
13,D,M,bottom,slider,top,1942.0,1.0
13,D,G,bottom,button,top,554.0,1.0
13,D,N,bottom,slider,top,580.0,1.0
13,D,N,bottom,button,top,543.0,1.0
13,D,P,bottom,slider,top,528.0,1.0
13,D,M,bottom,button,top,616.0,1.0
13,D,M,bottom,slider,top,596.0,1.0
13,D,N,bottom,button,top,583.0,1.0
13,D,G,top,slider,down,632.0,1.0
13,D,G,bottom,button,top,722.0,1.0
13,D,N,top,slider,down,1774.0,1.0
