no,control,stimulus,position,ui,response,rt,SR
35,I,N,bottom,slider,top,1132.0,1.0
35,I,N,top,button,down,948.0,1.0
35,I,P,top,slider,down,1083.0,1.0
35,I,P,top,button,down,1315.0,1.0
35,I,N,top,slider,down,898.0,1.0
35,I,N,bottom,button,top,1082.0,1.0
35,I,G,top,slider,down,914.0,1.0
35,I,P,top,button,down,1050.0,1.0
35,I,G,top,slider,down,919.0,1.0
35,I,N,bottom,button,top,1132.0,1.0
35,I,M,bottom,slider,top,1052.0,1.0
35,I,M,top,button,down,964.0,1.0
35,I,G,bottom,slider,top,850.0,1.0
35,I,M,bottom,button,top,1248.0,1.0
35,I,M,top,slider,down,882.0,1.0
35,I,N,bottom,button,top,1057.0,1.0
35,I,P,bottom,slider,top,897.0,1.0
35,I,G,top,button,down,1248.0,1.0
35,I,M,top,slider,down,1031.0,1.0
35,I,G,bottom,button,top,1180.0,1.0
35,I,G,top,slider,down,914.0,1.0
