no,control,stimulus,position,ui,response,rt,SR
25,I,P,bottom,button,down,8113.0,0.0
25,I,N,top,slider,top,1482.0,0.0
25,I,N,bottom,button,down,1944.0,0.0
25,I,P,bottom,slider,top,1297.0,1.0
25,I,G,top,button,down,1376.0,1.0
25,I,G,bottom,slider,top,1224.0,1.0
25,I,G,bottom,button,down,1112.0,0.0
25,I,P,top,slider,down,1232.0,1.0
25,I,N,top,button,down,1447.0,1.0
25,I,G,bottom,slider,down,1064.0,0.0
25,I,P,top,button,down,1408.0,1.0
25,I,G,bottom,slider,down,1799.0,0.0
25,I,G,top,button,down,1255.0,1.0
25,I,N,top,slider,down,1255.0,1.0
25,I,P,top,button,down,1921.0,1.0
25,I,P,bottom,slider,top,2239.0,1.0
25,I,G,top,button,top,1127.0,0.0
25,I,M,bottom,slider,top,2351.0,1.0
25,I,N,top,button,down,1129.0,1.0
25,I,P,top,slider,down,1145.0,1.0
25,I,P,bottom,button,top,1001.0,1.0
25,I,G,bottom,slider,top,968.0,1.0
25,I,P,bottom,button,top,1168.0,1.0
25,I,G,top,slider,down,1009.0,1.0
25,I,P,top,button,down,1056.0,1.0
25,I,N,top,slider,down,1041.0,1.0
25,I,N,bottom,button,top,1345.0,1.0
25,I,M,bottom,slider,top,1175.0,1.0
25,I,N,top,button,down,1433.0,1.0
25,I,N,top,slider,down,1014.0,1.0
25,I,G,top,button,down,1186.0,1.0
25,I,M,bottom,slider,top,1026.0,1.0
25,I,P,bottom,button,top,1432.0,1.0
25,I,P,top,slider,down,1082.0,1.0
25,I,G,bottom,button,top,1144.0,1.0
25,I,N,top,slider,down,1328.0,1.0
25,I,G,top,button,top,873.0,0.0
25,I,G,top,slider,down,977.0,1.0
25,I,M,top,button,down,1095.0,1.0
25,I,G,top,slider,down,938.0,1.0
25,I,M,top,button,down,1249.0,1.0
25,I,M,top,slider,down,935.0,1.0
25,I,M,bottom,button,top,985.0,1.0
25,I,P,bottom,slider,top,920.0,1.0
25,I,P,top,button,down,960.0,1.0
25,I,N,top,slider,down,879.0,1.0
25,I,G,bottom,button,top,738.0,1.0
25,I,N,bottom,slider,top,969.0,1.0
25,I,M,top,button,down,1857.0,1.0
25,I,M,top,slider,down,1224.0,1.0
25,I,P,top,button,down,856.0,1.0
25,I,M,top,slider,down,928.0,1.0
25,I,P,bottom,button,top,1401.0,1.0
25,I,M,top,slider,down,1024.0,1.0
25,I,M,bottom,button,top,1025.0,1.0
25,I,M,top,slider,down,816.0,1.0
25,I,G,top,button,top,816.0,0.0
25,I,N,bottom,slider,top,1153.0,1.0
25,I,N,top,button,down,1281.0,1.0
25,I,M,bottom,slider,top,1202.0,1.0
25,I,N,top,button,down,1295.0,1.0
25,I,N,bottom,slider,top,1001.0,1.0
25,I,M,top,button,down,1007.0,1.0
25,I,M,bottom,slider,top,2143.0,1.0
25,I,P,bottom,button,top,1257.0,1.0
25,I,N,top,slider,down,1034.0,1.0
25,I,G,bottom,button,top,1073.0,1.0
25,I,M,top,slider,down,1137.0,1.0
25,I,M,top,button,down,1143.0,1.0
25,I,M,bottom,slider,top,936.0,1.0
25,I,G,bottom,button,top,1113.0,1.0
25,I,G,bottom,slider,down,1000.0,0.0
25,I,N,bottom,button,top,1089.0,1.0
25,I,N,top,slider,down,784.0,1.0
25,I,P,bottom,button,top,1184.0,1.0
25,I,N,bottom,slider,top,889.0,1.0
25,I,P,top,button,down,952.0,1.0
25,I,P,bottom,slider,top,1024.0,1.0
25,I,M,top,button,down,1353.0,1.0
25,I,G,top,slider,down,937.0,1.0
25,D,P,bottom,button,top,1441.0,1.0
25,D,N,top,slider,down,1068.0,1.0
25,D,N,bottom,button,top,1011.0,1.0
25,D,P,bottom,slider,top,1022.0,1.0
25,D,G,bottom,button,top,1214.0,1.0
25,D,G,top,slider,down,1052.0,1.0
25,D,G,top,button,down,1424.0,1.0
25,D,P,top,slider,down,970.0,1.0
25,D,N,bottom,button,top,955.0,1.0
25,D,G,top,slider,down,978.0,1.0
25,D,P,bottom,button,top,900.0,1.0
25,D,G,top,slider,down,902.0,1.0
25,D,G,top,button,down,1128.0,1.0
25,D,N,bottom,slider,top,857.0,1.0
25,D,P,bottom,button,top,870.0,1.0
25,D,P,bottom,slider,top,900.0,1.0
25,D,G,top,button,down,915.0,1.0
25,D,M,top,slider,down,1763.0,1.0
25,D,N,bottom,button,top,941.0,1.0
25,D,P,top,slider,down,1037.0,1.0
25,D,P,bottom,button,top,793.0,1.0
25,D,G,bottom,slider,top,844.0,1.0
25,D,P,top,button,down,847.0,1.0
25,D,G,bottom,slider,top,825.0,1.0
25,D,P,top,button,down,838.0,1.0
25,D,N,top,slider,down,995.0,1.0
25,D,N,top,button,down,727.0,1.0
25,D,M,bottom,slider,top,787.0,1.0
25,D,N,bottom,button,top,828.0,1.0
25,D,N,bottom,slider,top,776.0,1.0
25,D,G,top,button,down,916.0,1.0
25,D,M,top,slider,down,793.0,1.0
25,D,P,bottom,button,top,657.0,1.0
25,D,P,bottom,slider,top,828.0,1.0
25,D,G,bottom,button,top,745.0,1.0
25,D,N,bottom,slider,top,816.0,1.0
25,D,G,bottom,button,top,761.0,1.0
25,D,G,bottom,slider,top,743.0,1.0
25,D,M,top,button,top,795.0,0.0
25,D,G,bottom,slider,top,2861.0,1.0
25,D,M,top,button,top,742.0,0.0
25,D,M,bottom,slider,top,761.0,1.0
25,D,M,bottom,button,top,778.0,1.0
25,D,P,bottom,slider,top,964.0,1.0
25,D,P,bottom,button,top,768.0,1.0
25,D,N,top,slider,down,858.0,1.0
25,D,G,bottom,button,top,786.0,1.0
25,D,N,bottom,slider,top,826.0,1.0
25,D,M,top,button,down,1994.0,1.0
25,D,M,bottom,slider,top,753.0,1.0
25,D,P,top,button,top,837.0,0.0
25,D,M,bottom,slider,top,1942.0,1.0
25,D,P,bottom,button,top,956.0,1.0
25,D,M,top,slider,down,868.0,1.0
25,D,M,top,button,top,965.0,0.0
25,D,M,bottom,slider,top,752.0,1.0
25,D,G,top,button,top,796.0,0.0
25,D,N,bottom,slider,top,2007.0,1.0
25,D,N,top,button,down,813.0,1.0
25,D,M,top,slider,down,839.0,1.0
25,D,N,bottom,button,top,852.0,1.0
25,D,N,top,slider,down,848.0,1.0
25,D,M,bottom,button,top,800.0,1.0
25,D,M,top,slider,down,827.0,1.0
25,D,P,bottom,button,top,898.0,1.0
25,D,N,top,slider,down,1052.0,1.0
25,D,G,bottom,button,top,853.0,1.0
25,D,M,top,slider,down,784.0,1.0
25,D,M,bottom,button,top,782.0,1.0
25,D,M,bottom,slider,down,2213.0,0.0
25,D,G,bottom,button,top,724.0,1.0
25,D,G,top,slider,down,765.0,1.0
25,D,N,top,button,down,778.0,1.0
25,D,N,bottom,slider,top,829.0,1.0
25,D,P,bottom,button,top,849.0,1.0
25,D,N,top,slider,down,880.0,1.0
25,D,P,bottom,button,top,769.0,1.0
25,D,P,bottom,slider,top,775.0,1.0
25,D,M,top,button,down,1545.0,1.0
25,D,G,top,slider,down,881.0,1.0
