no,control,stimulus,position,ui,response,rt,SR
22,I,G,bottom,slider,top,625.0,1.0
22,I,N,bottom,button,top,1034.0,1.0
22,I,P,top,slider,down,858.0,1.0
22,I,N,bottom,button,top,802.0,1.0
22,I,M,bottom,slider,top,850.0,1.0
22,I,P,top,button,down,857.0,1.0
22,I,N,bottom,slider,top,648.0,1.0
22,I,G,bottom,button,top,898.0,1.0
22,I,M,bottom,slider,top,1407.0,1.0
22,I,P,bottom,button,top,922.0,1.0
22,I,N,top,slider,down,983.0,1.0
22,I,P,top,button,down,888.0,1.0
22,I,M,bottom,slider,top,969.0,1.0
22,I,P,bottom,button,top,697.0,1.0
22,I,G,top,slider,down,946.0,1.0
22,I,M,bottom,button,top,768.0,1.0
22,I,N,top,slider,down,784.0,1.0
22,I,P,bottom,button,top,761.0,1.0
22,I,N,bottom,slider,top,639.0,1.0
22,I,N,top,button,down,657.0,1.0
22,I,P,bottom,slider,top,824.0,1.0
22,I,M,bottom,button,top,969.0,1.0
22,I,G,top,slider,down,865.0,1.0
