no,control,stimulus,position,ui,response,rt,SR
32,I,N,bottom,button,top,1420.0,1.0
32,I,N,top,slider,down,1294.0,1.0
32,I,M,bottom,button,top,1575.0,1.0
32,I,M,top,slider,down,1652.0,1.0
32,I,M,bottom,button,top,1447.0,1.0
32,I,M,bottom,slider,top,1482.0,1.0
32,I,M,bottom,button,down,1144.0,0.0
32,I,P,bottom,slider,top,1248.0,1.0
32,I,M,bottom,button,top,1278.0,1.0
32,I,P,bottom,slider,top,1213.0,1.0
32,I,P,top,button,down,1237.0,1.0
32,I,G,top,slider,down,920.0,1.0
32,I,N,bottom,button,top,914.0,1.0
32,I,N,top,slider,down,1299.0,1.0
32,I,N,top,button,down,965.0,1.0
32,I,M,top,slider,down,1082.0,1.0
32,I,P,top,button,down,1065.0,1.0
32,I,M,top,slider,down,931.0,1.0
32,I,M,bottom,button,top,1198.0,1.0
32,I,N,top,slider,down,1129.0,1.0
32,I,N,bottom,button,top,1649.0,1.0
32,I,G,top,slider,down,1033.0,1.0
32,I,M,bottom,button,top,1082.0,1.0
32,I,N,bottom,slider,top,1001.0,1.0
32,I,G,top,button,down,1054.0,1.0
32,I,P,top,slider,down,1646.0,1.0
32,I,M,top,button,down,950.0,1.0
32,I,G,bottom,slider,top,2686.0,1.0
32,I,M,top,button,down,1448.0,1.0
32,I,P,top,slider,down,1013.0,1.0
32,I,P,bottom,button,top,1005.0,1.0
32,I,G,top,slider,down,1103.0,1.0
32,I,N,bottom,button,top,1329.0,1.0
32,I,G,bottom,slider,top,1015.0,1.0
32,I,P,bottom,button,top,1229.0,1.0
32,I,P,top,slider,down,1223.0,1.0
32,I,M,bottom,button,top,1065.0,1.0
32,I,M,top,slider,down,1054.0,1.0
32,I,N,top,button,down,982.0,1.0
32,I,G,top,slider,down,1052.0,1.0
32,I,N,top,button,down,1064.0,1.0
32,I,M,bottom,slider,top,1248.0,1.0
32,I,M,bottom,button,top,1134.0,1.0
32,I,N,top,slider,down,1450.0,1.0
32,I,N,top,button,down,1202.0,1.0
32,I,M,top,slider,down,948.0,1.0
32,I,G,bottom,button,top,1030.0,1.0
32,I,P,bottom,slider,top,914.0,1.0
32,I,G,bottom,button,top,1213.0,1.0
32,I,G,top,slider,down,834.0,1.0
32,I,P,bottom,button,top,1137.0,1.0
32,I,N,top,slider,down,1039.0,1.0
32,I,P,top,button,down,1016.0,1.0
32,I,P,top,slider,down,1114.0,1.0
32,I,N,bottom,button,top,749.0,1.0
32,I,M,bottom,slider,top,1265.0,1.0
32,I,G,bottom,button,top,1147.0,1.0
32,I,M,top,slider,down,1234.0,1.0
32,I,P,top,button,down,1050.0,1.0
32,I,P,bottom,slider,top,1997.0,1.0
32,I,N,bottom,button,top,915.0,1.0
32,I,N,bottom,slider,top,916.0,1.0
32,I,G,bottom,button,top,1916.0,1.0
32,I,G,bottom,slider,top,955.0,1.0
32,I,G,bottom,button,top,832.0,1.0
32,I,N,top,slider,down,1091.0,1.0
32,I,P,top,button,down,880.0,1.0
32,I,N,bottom,slider,top,714.0,1.0
32,I,G,top,button,down,949.0,1.0
32,I,G,top,slider,down,850.0,1.0
32,I,G,top,button,down,771.0,1.0
32,I,P,top,slider,down,862.0,1.0
32,I,G,top,button,down,730.0,1.0
32,I,G,top,slider,down,966.0,1.0
32,I,P,bottom,button,top,1064.0,1.0
32,I,G,bottom,slider,top,950.0,1.0
32,I,P,top,button,down,1189.0,1.0
32,I,P,bottom,slider,top,914.0,1.0
32,I,N,bottom,button,top,1569.0,1.0
32,I,M,top,slider,down,1215.0,1.0
32,D,N,top,button,down,1050.0,1.0
32,D,N,bottom,slider,top,627.0,1.0
32,D,M,top,button,down,764.0,1.0
32,D,M,bottom,slider,top,714.0,1.0
32,D,M,top,button,down,781.0,1.0
32,D,M,top,slider,top,998.0,0.0
32,D,M,bottom,button,top,731.0,1.0
32,D,P,top,slider,down,880.0,1.0
32,D,M,bottom,button,top,764.0,1.0
32,D,P,bottom,slider,top,732.0,1.0
32,D,P,bottom,button,top,948.0,1.0
32,D,G,bottom,slider,top,696.0,1.0
32,D,N,top,button,down,915.0,1.0
32,D,N,bottom,slider,top,647.0,1.0
32,D,N,bottom,button,top,714.0,1.0
32,D,M,bottom,slider,top,730.0,1.0
32,D,P,top,button,down,1163.0,1.0
32,D,M,top,slider,down,2394.0,1.0
32,D,M,bottom,button,top,831.0,1.0
32,D,N,top,slider,down,814.0,1.0
32,D,N,top,button,down,931.0,1.0
32,D,G,bottom,slider,top,947.0,1.0
32,D,M,top,button,down,1032.0,1.0
32,D,N,top,slider,down,1036.0,1.0
32,D,G,bottom,button,top,781.0,1.0
32,D,P,top,slider,down,881.0,1.0
32,D,M,bottom,button,top,898.0,1.0
32,D,G,bottom,slider,top,731.0,1.0
32,D,M,bottom,button,top,698.0,1.0
32,D,P,top,slider,top,2963.0,0.0
32,D,P,bottom,button,top,747.0,1.0
32,D,G,top,slider,down,748.0,1.0
32,D,N,top,button,down,964.0,1.0
32,D,G,top,slider,down,813.0,1.0
32,D,P,bottom,button,top,765.0,1.0
32,D,P,bottom,slider,top,1712.0,1.0
32,D,M,bottom,button,top,731.0,1.0
32,D,M,top,slider,down,832.0,1.0
32,D,N,bottom,button,top,681.0,1.0
32,D,G,top,slider,down,782.0,1.0
32,D,N,top,button,down,781.0,1.0
32,D,M,bottom,slider,top,783.0,1.0
32,D,M,top,button,down,898.0,1.0
32,D,N,bottom,slider,top,1614.0,1.0
32,D,N,bottom,button,top,831.0,1.0
32,D,M,bottom,slider,top,1359.0,1.0
32,D,G,top,button,down,831.0,1.0
32,D,P,bottom,slider,top,680.0,1.0
32,D,G,bottom,button,top,681.0,1.0
32,D,G,top,slider,down,814.0,1.0
32,D,P,top,button,down,931.0,1.0
32,D,N,top,slider,down,848.0,1.0
32,D,P,bottom,button,top,781.0,1.0
32,D,P,bottom,slider,top,697.0,1.0
32,D,N,bottom,button,top,950.0,1.0
32,D,M,bottom,slider,top,914.0,1.0
32,D,G,top,button,down,748.0,1.0
32,D,M,top,slider,down,847.0,1.0
32,D,P,top,button,down,998.0,1.0
32,D,P,bottom,slider,top,831.0,1.0
32,D,N,bottom,button,top,747.0,1.0
32,D,N,bottom,slider,top,781.0,1.0
32,D,G,bottom,button,top,1164.0,1.0
32,D,G,top,slider,down,814.0,1.0
32,D,G,bottom,button,top,798.0,1.0
32,D,N,bottom,slider,top,664.0,1.0
32,D,P,top,button,down,798.0,1.0
32,D,N,bottom,slider,top,731.0,1.0
32,D,G,top,button,down,765.0,1.0
32,D,G,bottom,slider,top,615.0,1.0
32,D,G,top,button,down,816.0,1.0
32,D,P,bottom,slider,top,683.0,1.0
32,D,G,top,button,down,781.0,1.0
32,D,G,bottom,slider,top,792.0,1.0
32,D,P,bottom,button,top,750.0,1.0
32,D,G,top,slider,down,715.0,1.0
32,D,P,top,button,down,765.0,1.0
32,D,P,top,slider,down,2386.0,1.0
