no,control,stimulus,position,ui,response,rt,SR
16,I,P,top,button,top,1663.0,0.0
16,I,P,bottom,slider,top,1352.0,1.0
16,I,G,bottom,button,top,1552.0,1.0
16,I,P,top,slider,down,1183.0,1.0
16,I,M,bottom,button,top,1152.0,1.0
16,I,M,top,slider,down,1096.0,1.0
16,I,N,bottom,button,top,1486.0,1.0
16,I,G,top,slider,down,1520.0,1.0
16,I,N,bottom,button,top,1191.0,1.0
16,I,M,top,slider,down,1639.0,1.0
16,I,N,bottom,button,top,1351.0,1.0
16,I,M,top,slider,down,3727.0,1.0
16,I,P,top,button,down,1343.0,1.0
16,I,M,top,slider,down,2431.0,1.0
16,I,N,bottom,button,top,1095.0,1.0
16,I,M,top,slider,down,1703.0,1.0
16,I,N,top,button,down,1352.0,1.0
16,I,N,bottom,slider,top,1247.0,1.0
16,I,P,bottom,button,down,2913.0,0.0
16,I,N,top,slider,down,951.0,1.0
16,I,G,bottom,button,top,1656.0,1.0
16,I,M,bottom,slider,top,1031.0,1.0
16,I,G,top,button,down,889.0,1.0
16,I,P,bottom,slider,top,2055.0,1.0
16,I,N,bottom,button,top,1271.0,1.0
16,I,N,bottom,slider,top,1024.0,1.0
16,I,M,bottom,button,top,1033.0,1.0
16,I,N,bottom,slider,top,849.0,1.0
16,I,P,bottom,button,top,1032.0,1.0
16,I,G,bottom,slider,top,905.0,1.0
16,I,G,top,button,down,1184.0,1.0
16,I,G,top,slider,top,969.0,0.0
16,I,P,top,button,down,1799.0,1.0
16,I,G,bottom,slider,top,1232.0,1.0
16,I,G,bottom,button,top,961.0,1.0
16,I,G,bottom,slider,top,961.0,1.0
16,I,N,top,button,down,879.0,1.0
16,I,G,top,slider,top,809.0,0.0
16,I,P,bottom,button,top,952.0,1.0
16,I,P,bottom,slider,top,928.0,1.0
16,I,M,bottom,button,top,992.0,1.0
16,I,M,top,slider,top,954.0,0.0
16,I,N,bottom,button,top,945.0,1.0
16,I,M,top,slider,top,953.0,0.0
16,I,N,bottom,button,down,1497.0,0.0
16,I,P,bottom,slider,top,2207.0,1.0
16,I,G,top,button,down,1215.0,1.0
16,I,N,top,slider,down,864.0,1.0
16,I,G,top,button,top,807.0,0.0
16,I,G,bottom,slider,top,935.0,1.0
16,I,G,top,button,down,1105.0,1.0
16,I,N,bottom,slider,top,1145.0,1.0
16,I,P,bottom,button,top,919.0,1.0
16,I,G,top,slider,top,1072.0,0.0
16,I,M,bottom,button,top,1016.0,1.0
16,I,N,top,slider,top,808.0,0.0
16,I,P,top,button,top,863.0,0.0
16,I,P,bottom,slider,top,984.0,1.0
16,I,G,bottom,button,top,1184.0,1.0
16,I,M,bottom,slider,top,967.0,1.0
16,I,N,top,button,top,905.0,0.0
16,I,M,bottom,slider,top,888.0,1.0
16,I,G,top,button,top,881.0,0.0
16,I,P,bottom,slider,top,1120.0,1.0
