control,stimulus,ui,SR_0_count,SR_1_count,total,SR_0_ratio,SR_1_ratio
D,G,button,12,0,12,1.0,0.0
D,G,slider,8,0,8,1.0,0.0
D,M,button,11,0,11,1.0,0.0
D,M,slider,9,0,9,1.0,0.0
D,N,button,9,0,9,1.0,0.0
D,N,slider,11,0,11,1.0,0.0
D,P,button,8,0,8,1.0,0.0
D,P,slider,12,0,12,1.0,0.0
I,G,button,12,0,12,1.0,0.0
I,G,slider,8,0,8,1.0,0.0
I,M,button,11,0,11,1.0,0.0
I,M,slider,9,0,9,1.0,0.0
I,N,button,9,0,9,1.0,0.0
I,N,slider,11,0,11,1.0,0.0
I,P,button,8,0,8,1.0,0.0
I,P,slider,12,0,12,1.0,0.0
